instance,added_at,updated_at,checked_at,uptime,up,dead,version,ipv6,https_score,https_rank,obs_score,obs_rank,users,statuses,connections,open_registrations,topic
mastodon.cesko.digital,2023-09-27T17:31:42.223Z,2024-10-30T12:30:12.819Z,2024-10-30T12:30:12.819Z,1,true,false,4.3.1,true,0,,80,B+,16,977,7659,true,Mastodon Česko.Digital
mastodon.platformgoblin.com,2023-09-28T02:20:04.580Z,2024-10-30T12:30:41.026Z,2024-10-30T12:30:41.026Z,1,false,false,,false,100,A+,125,A+,1,61,2199,true,Mastodon
triggeron.net,2023-09-28T15:15:36.523Z,2024-10-30T12:35:45.973Z,2024-10-30T12:35:45.973Z,1,true,false,4.3.0,false,100,A+,80,B+,108,892966,158,true,trigger on
mastodon.minionflo.net,2023-09-28T16:21:02.548Z,2024-10-30T12:31:01.288Z,2024-10-30T12:31:01.288Z,1,true,false,4.3.1,false,10,"E ",80,B+,4,2224,6967,true,Gaystodon
iceshrimp.de,2023-09-29T05:05:30.982Z,2024-10-30T12:31:20.748Z,2024-10-30T12:31:20.748Z,1,true,false,,false,10,"E ",65,B-,26,2177,10101,true,Iceshrimp.de
rosti.social,2023-09-29T17:15:04.021Z,2024-10-30T12:35:29.672Z,2024-10-30T12:35:29.672Z,1,true,false,4.3.0,true,100,A+,125,A+,4,31,433,true,Mastodon Roští.cz
social.yey.nu,2023-09-30T11:40:34.215Z,2024-10-30T12:35:24.146Z,2024-10-30T12:35:24.146Z,1,true,false,,false,100,A+,125,A+,2,5,432,true,Mastodon
fedi.lat,2023-10-01T12:20:33.782Z,2024-10-30T12:45:06.492Z,2024-10-30T12:45:06.492Z,1,true,false,4.3.1,false,0,,80,B+,15,12734,13139,true,fedi.lat
polaris.masto.host,2023-10-02T19:41:32.685Z,2024-10-30T12:31:21.269Z,2024-10-30T12:31:21.269Z,1,true,false,4.3.1,true,0,,80,B+,74,63187,1,true,죽은 별을 순류하는 등대
dudes.keinpfusch.net,2023-10-03T00:16:59.559Z,2024-10-30T12:35:32.945Z,2024-10-30T12:35:32.945Z,1,true,false,,false,10,"E ",80,B+,36,2022,3545,true,Il Dudes Club Italiano
noot.pingu4.me,2023-10-04T00:10:48.171Z,2024-10-30T12:35:37.211Z,2024-10-30T12:35:37.211Z,1,true,false,4.3.1,false,100,A+,80,B+,16,6082,2833,true,Nooting Penguins
pl.loveforlandlords.com,2023-10-04T06:50:05.444Z,2024-10-30T12:35:54.907Z,2024-10-30T12:35:54.907Z,1,true,false,,false,10,"E ",80,B+,1,27,4259,true,Love For Landlords
mastodon.a17t.dev,2023-10-04T14:25:07.778Z,2024-10-30T12:35:54.711Z,2024-10-30T12:35:54.711Z,1,false,false,,false,10,"E ",130,A+,1,0,1388,true,mastodon.a17t.dev
pixelfed.mayer.rocks,2023-10-05T06:25:13.994Z,2024-10-30T12:30:23.471Z,2024-10-30T12:30:23.471Z,1,true,false,,true,0,,80,B+,1,42,9,true,pixelfed
mastodon.madnight.co.uk,2023-10-05T19:25:06.735Z,2024-10-30T12:31:51.792Z,2024-10-30T12:31:51.792Z,1,true,false,,false,5,"F ",125,A+,3,0,741,true,Madnight Mastodon
bots.fedi.cr,2023-10-05T20:40:35.824Z,2024-10-30T12:30:46.825Z,2024-10-30T12:30:46.825Z,1,true,false,4.3.0,true,100,A+,80,B+,15,63782,5780,true,Bots del Fediverso Costarricense
mastodon.blankdevaux.fr,2023-10-06T04:45:03.543Z,2024-10-30T12:31:11.381Z,2024-10-30T12:31:11.381Z,1,true,false,,false,10,"E ",80,B+,2,2,4737,true,BlankDevodon
rstats.me,2023-10-07T13:37:24.948Z,2024-10-30T12:30:46.546Z,2024-10-30T12:30:46.546Z,1,true,false,4.3.1,false,0,,80,B+,36,8882,12677,true,RStats.me
fursuit.social,2023-10-07T15:35:03.132Z,2024-10-30T12:31:28.872Z,2024-10-30T12:31:28.872Z,1,true,false,4.3.1,false,0,,80,B+,2,39,1943,true,Fursuit.Social
catgirl.center,2023-10-07T16:40:38.565Z,2024-10-30T12:45:09.421Z,2024-10-30T12:45:09.421Z,1,true,false,,false,100,A+,65,B-,40,51174,17793,true,Catgirl Center
social.n33.eu,2023-10-07T22:20:43.960Z,2024-10-30T12:35:20.419Z,2024-10-30T12:35:20.419Z,1,true,false,4.2.0,false,5,"F ",125,A+,1,3,1622,true,N33 Social
mesmerized.online,2023-10-07T23:25:13.521Z,2024-10-30T12:30:25.864Z,2024-10-30T12:30:25.864Z,1,true,false,4.3.1,false,0,,80,B+,1289,6391,6256,true,Mesmerized.Online
lewd.lgbt,2023-10-07T23:25:15.414Z,2024-10-30T12:36:16.211Z,2024-10-30T12:36:16.211Z,1,true,false,,true,5,"F ",65,B-,65,5673,8067,true,Rainbow Lewds
akkoma.shi4home.com,2023-10-09T00:16:58.219Z,2024-10-30T12:35:19.731Z,2024-10-30T12:35:19.731Z,1,true,false,,false,10,"E ",30,"D ",2,116,5750,true,Shi4's akkoma
mastodon.maxynetwork.it,2023-10-09T17:40:33.958Z,2024-10-30T12:36:07.491Z,2024-10-30T12:36:07.491Z,1,true,false,4.3.1,true,0,,125,A+,3,8,3107,true,Maxydon
friendica.freunde-des-punk.de,2023-10-09T20:30:40.062Z,2024-10-30T12:31:20.922Z,2024-10-30T12:31:20.922Z,1,true,false,,false,10,"E ",35,"D ",0,0,0,true,Fediverse - Freunde des Punk
staging.social.azuki.co,2023-10-09T20:30:40.922Z,2024-10-30T12:45:06.343Z,2024-10-30T12:45:06.343Z,1,true,false,4.2.7,false,5,"F ",120,A+,12,11,8894,true,Azuki
social.mindplex.ai,2023-10-10T01:15:05.112Z,2024-10-30T12:35:22.661Z,2024-10-30T12:35:22.661Z,1,true,false,4.1.1,false,5,"F ",80,B+,600,3678,3961,true,Mindplex
unbound.zone,2023-10-10T09:30:34.292Z,2024-10-30T12:36:48.926Z,2024-10-30T12:36:48.926Z,1,true,false,4.3.1,true,0,,125,A+,4,19,877,true,unbound.zone
mastodon.nerfherders.club,2023-10-11T16:00:36.372Z,2024-10-30T13:15:03.836Z,2024-10-30T13:15:03.836Z,1,true,false,4.2.1,false,100,A+,125,A+,1,1,2386,true,Mastodon
social.1xx.io,2023-10-11T20:45:03.654Z,2024-10-30T12:36:40.942Z,2024-10-30T12:36:40.942Z,1,true,false,,true,0,,125,A+,2,128,4429,true,1xx.io Social Mastodon
pixelfed.xm1.de,2023-10-12T08:15:12.365Z,2024-10-30T13:15:17.578Z,2024-10-30T13:15:17.578Z,1,true,false,,true,0,,80,B+,1,1,1,true,pixelfed
greifswald.lgbt,2023-10-12T09:41:07.326Z,2024-10-30T12:30:50.158Z,2024-10-30T12:30:50.158Z,1,true,false,4.3.1,true,100,A+,125,A+,4,161,8211,true,Greifswald.lgbt
fedi.jameuwu.com,2023-10-12T10:10:38.900Z,2024-10-30T12:31:31.791Z,2024-10-30T12:31:31.791Z,1,true,false,,false,100,A+,50,"C ",2,587,3463,true,Sharkey by Jame
sola.social,2023-10-13T11:15:05.638Z,2024-10-30T13:15:17.675Z,2024-10-30T13:15:17.675Z,1,true,false,4.2.1,false,10,"E ",125,A+,4,3,1616,true,Sola Social
social.numerique.gouv.fr,2023-10-13T16:40:47.358Z,2024-10-30T13:15:19.727Z,2024-10-30T13:15:19.727Z,1,true,false,4.3.0,false,100,A+,125,A+,39,4155,7910,true,social.numerique.gouv.fr
pubble.social,2023-10-13T18:55:08.520Z,2024-10-30T13:25:03.427Z,2024-10-30T13:25:03.427Z,1,false,false,4.3.0,false,0,,80,B+,7,2122,727,true,Pubble.Social
times.nekohack.me,2023-10-14T18:40:50.480Z,2024-10-30T13:15:23.961Z,2024-10-30T13:15:23.961Z,1,true,false,4.1.2,false,5,"F ",130,A+,1,239,626,true,Mastodon
mstdn.cool,2023-10-14T19:55:05.475Z,2024-10-30T12:30:18.861Z,2024-10-30T12:30:18.861Z,1,true,false,4.2.9,false,100,A+,125,A+,5,527,13343,true,Mastodon
iterate.social,2023-10-14T19:55:08.601Z,2024-10-30T12:37:02.469Z,2024-10-30T12:37:02.469Z,1,true,false,4.3.1,false,0,,80,B+,1,8,2189,true,Mastodon
birdhouse.social,2023-10-14T22:15:08.898Z,2024-10-30T12:35:48.887Z,2024-10-30T12:35:48.887Z,1,false,false,4.2.1,false,100,A+,125,A+,7,24,9,true,Mastodon
mastodon.seabreeze.synology.me,2023-10-14T22:15:09.757Z,2024-10-30T12:30:42.305Z,2024-10-30T12:30:42.305Z,1,false,false,,false,100,A+,60,C+,1,1,1187,true,Mastodon
pixelfed.festnoz.de,2023-10-14T23:30:33.825Z,2024-10-30T12:30:46.719Z,2024-10-30T12:30:46.719Z,1,true,false,,true,0,,80,B+,5,1112,189,true,Pixel Fest Noz
moris.social,2023-10-16T06:55:03.619Z,2024-10-30T12:35:56.813Z,2024-10-30T12:35:56.813Z,1,true,false,4.3.1,false,0,,80,B+,9,332,6300,true,moris.social
toolsforthought.social,2023-10-16T09:55:37.969Z,2024-10-30T12:35:49.534Z,2024-10-30T12:35:49.534Z,1,true,false,4.3.0,false,100,A+,125,A+,8,17188,12747,true,Tools For Thought Rocks!
pixelfed.techtriage.guru,2023-10-17T08:20:52.348Z,2024-10-30T12:31:25.772Z,2024-10-30T12:31:25.772Z,1,true,false,,false,10,"E ",80,B+,1,160,51,true,pixelfed
gpose.site,2023-10-17T08:30:36.098Z,2024-10-30T12:30:10.614Z,2024-10-30T12:30:10.614Z,1,true,false,,false,10,"E ",55,"C ",185,155,213,true,GPosefed
tryme.social,2023-10-17T15:00:34.042Z,2024-10-30T12:31:50.470Z,2024-10-30T12:31:50.470Z,1,true,false,4.3.1,false,0,,80,B+,5,417,3722,true,Tryme.social
www.operationpuppet.com,2023-10-18T06:30:34.357Z,2024-10-30T12:36:32.013Z,2024-10-30T12:36:32.013Z,1,true,false,,false,10,"E ",70,"B ",45,221,1,true,Operation: Puppet
beamship.mpaq.org,2023-10-18T19:25:05.619Z,2024-10-30T12:35:57.368Z,2024-10-30T12:35:57.368Z,1,true,false,4.3.1,false,0,,10,"F ",17,17017,11475,true,Beamship
mastodon.krakenhaus.com,2023-10-18T23:41:49.935Z,2024-10-30T12:35:23.053Z,2024-10-30T12:35:23.053Z,1,false,false,4.1.1,false,5,"F ",130,A+,1,1,1047,true,Mastodon
toots.codeenigma.com,2023-10-18T23:45:03.217Z,2024-10-30T12:35:56.327Z,2024-10-30T12:35:56.327Z,1,true,false,4.2.1,false,100,A+,125,A+,6,131,3525,true,Code Enigma Toots
mastodon.yakovlev.me,2023-10-19T09:15:11.328Z,2024-10-30T12:30:11.947Z,2024-10-30T12:30:11.947Z,1,true,false,4.2.8,false,10,"E ",70,"B ",1,11,81,true,Mastodon @ Yakovlev.me
freesewing.social,2023-10-19T20:20:33.796Z,2024-10-30T12:30:49.768Z,2024-10-30T12:30:49.768Z,1,true,false,4.3.1,false,10,"E ",125,A+,13,133,4457,true,FreeSewing
froggie.gay,2023-10-19T21:00:34.008Z,2024-10-30T12:31:26.420Z,2024-10-30T12:31:26.420Z,1,true,false,,true,5,"F ",65,B-,54,45412,11356,true,froggie.gay
fedi.pavluk.org,2023-10-20T08:10:34.795Z,2024-10-30T12:36:01.518Z,2024-10-30T12:36:01.518Z,1,true,false,,true,5,"F ",80,B+,2,983,8471,true,pavluk.org
inthenews.social,2023-10-20T17:32:16.508Z,2024-10-30T12:31:26.568Z,2024-10-30T12:31:26.568Z,1,true,false,4.2.0,false,100,A+,125,A+,7,32978,638,true,Mastodon
miauws.life,2023-10-20T21:55:04.774Z,2024-10-30T12:50:03.963Z,2024-10-30T12:50:03.963Z,1,false,false,,true,100,A+,125,A+,2,2,339,true,Miauws Life
social.zerospire.com,2023-10-20T22:15:05.242Z,2024-10-30T12:50:11.273Z,2024-10-30T12:50:11.273Z,1,true,false,,false,100,A+,125,A+,2,0,1094,true,Mastodon
mastodon.xxlab.tech,2023-10-21T08:55:06.448Z,2024-10-30T12:30:14.827Z,2024-10-30T12:30:14.827Z,1,false,false,4.2.1,false,0,,125,A+,4,0,7440,true,Mastodon
sandbox.mastodon.iftas.org,2023-10-21T19:55:11.302Z,2024-10-30T12:36:03.877Z,2024-10-30T12:36:03.877Z,1,true,false,4.3.1,false,10,"E ",125,A+,14,40,1356,true,IFTAS Mastodon Sandbox
social.ceod.net,2023-10-21T21:50:41.874Z,2024-10-30T12:37:02.164Z,2024-10-30T12:37:02.164Z,1,true,false,,true,5,"F ",80,B+,2,86,4881,true,social.ceod.net
mrow.pet,2023-10-22T01:20:42.422Z,2024-10-30T12:30:49.352Z,2024-10-30T12:30:49.352Z,1,true,false,,false,100,A+,125,A+,2,1370,7399,true,mrow.pet
zrq.io,2023-10-22T07:05:04.767Z,2024-10-30T12:45:11.259Z,2024-10-30T12:45:11.259Z,1,true,false,,true,5,"F ",55,"C ",1,9,1954,true,zrq.io
agda.club,2023-10-22T12:03:53.955Z,2024-10-30T12:30:50.848Z,2024-10-30T12:30:50.848Z,1,true,false,,false,10,"E ",80,B+,16,317,9782,true,The Agda Club
social.watdalos.de,2023-10-22T20:45:10.232Z,2024-10-30T13:05:05.507Z,2024-10-30T13:05:05.507Z,1,false,false,,false,10,"E ",55,"C ",0,0,0,true,watdalos-socialhub
social.kleinerdrei.org,2023-10-23T08:31:12.703Z,2024-10-30T12:55:03.144Z,2024-10-30T12:55:03.144Z,1,true,false,4.3.1,false,10,"E ",125,A+,9,1751,194,true,social.kleinerdrei.org
hard.blue,2023-10-23T10:51:51.355Z,2024-10-30T12:30:08.840Z,2024-10-30T12:30:08.840Z,1,true,false,4.3.1,true,100,A+,125,A+,3,4807,10187,true,Hard Blue
mastodon.woodburn.au,2023-10-23T15:00:47.025Z,2024-10-30T12:30:39.968Z,2024-10-30T12:30:39.968Z,1,true,false,,false,0,,80,B+,4,13,1671,true,Woodburn
fediffusion.art,2023-10-23T17:51:06.238Z,2024-10-30T12:31:41.908Z,2024-10-30T12:31:41.908Z,1,true,false,,false,10,"E ",80,B+,20,2527,6324,true,fediffusion.art
sizeriot.com,2023-10-24T06:25:12.842Z,2024-10-30T12:32:09.220Z,2024-10-30T12:32:09.220Z,1,true,false,4.3.1,false,0,,80,B+,3,788,9800,true,Mastodon
diaspora.im,2023-10-24T09:35:17.090Z,2024-10-30T12:32:07.102Z,2024-10-30T12:32:07.102Z,1,true,false,4.3.1+glitch,true,5,"F ",125,A+,14,10291,15529,true,diaspora.im
fedinerds.social,2023-10-24T13:55:19.348Z,2024-10-30T12:32:04.832Z,2024-10-30T12:32:04.832Z,1,true,false,4.3.0,true,100,A+,125,A+,24,25301,12144,true,Fedinerds - Deine deutsche Nerd & Geek Community
johnhenry.us,2023-10-24T17:31:18.343Z,2024-10-30T13:15:14.152Z,2024-10-30T13:15:14.152Z,1,true,false,,false,100,A+,0,"F ",82,178,1,true,JohnHenry.US [BETA]
kinkycats.org,2023-10-24T19:20:40.001Z,2024-10-30T12:32:03.712Z,2024-10-30T12:32:03.712Z,1,true,false,4.3.1,true,10,"E ",125,A+,67,6173,7883,true,kinkycats.org
apontaeclica.com,2023-10-25T04:00:42.516Z,2024-10-30T12:31:18.296Z,2024-10-30T12:31:18.296Z,1,true,false,,false,0,"V ",75,"B ",0,0,0,true,Ditto
www.pandoli365.com,2023-10-25T08:35:19.532Z,2024-10-30T12:36:35.368Z,2024-10-30T12:36:35.368Z,1,true,false,,false,100,A+,125,A+,29,697,1913,true,판돌토돈
h-i.social,2023-10-25T10:42:55.137Z,2024-10-30T12:31:04.708Z,2024-10-30T12:31:04.708Z,1,true,false,,true,10,"E ",80,B+,19,11043,14364,true,h-i.social powered by Masto Glitch Edition
social.azuki.co,2023-10-25T10:45:17.671Z,2024-10-30T12:36:33.102Z,2024-10-30T12:36:33.102Z,1,true,false,4.2.7,false,5,"F ",120,A+,18,182,2307,true,Azuki
mastodon.nuages.noho.st,2023-10-25T15:15:03.946Z,2024-10-30T12:31:12.934Z,2024-10-30T12:31:12.934Z,1,false,false,,false,0,,80,B+,1,12,1009,true,AntiCitoyen - La république n'est pas une démocratie ! L'anarchie c'est la vraie démocratie !
mamutovo.cz,2023-10-26T11:31:31.739Z,2024-10-30T12:35:38.170Z,2024-10-30T12:35:38.170Z,1,true,false,4.3.1,true,0,,125,A+,22,6883,6225,true,Mamutovo
kibris.be,2023-10-26T13:35:28.348Z,2024-10-30T12:31:55.153Z,2024-10-30T12:31:55.153Z,1,true,false,,false,100,A+,125,A+,10,13048,1095,true,Kıbrıs
social.iknox.com,2023-10-26T15:45:27.442Z,2024-10-30T12:31:25.106Z,2024-10-30T12:31:25.106Z,1,true,false,,false,0,,125,A+,1,2,1640,true,Mastodon
hounds.online,2023-10-26T20:16:20.167Z,2024-10-30T12:36:56.390Z,2024-10-30T12:36:56.390Z,1,true,false,,false,100,A+,65,B-,4,521,8140,true,hounds.online
haunt.graveyard.boo,2023-10-26T21:25:03.352Z,2024-10-30T12:31:03.583Z,2024-10-30T12:31:03.583Z,1,true,false,4.3.1,true,0,,130,A+,2,1440,11369,true,Mastodon
verse.averagedood.xyz,2023-10-27T04:55:04.127Z,2024-10-30T13:15:18.215Z,2024-10-30T13:15:18.215Z,1,true,false,,false,100,A+,65,B-,23,5162,11113,true,AverageVerse
globalskywatch.social,2023-10-28T01:20:05.195Z,2024-10-30T12:30:29.682Z,2024-10-30T12:30:29.682Z,1,true,false,4.2.8,false,100,A+,125,A+,25,771,13633,true,Global Skywatch Social
veoh.social,2023-10-28T15:25:04.334Z,2024-10-30T12:35:10.238Z,2024-10-30T12:35:10.238Z,1,true,false,4.3.1,false,0,,80,B+,2,2518,13597,true,Mastodon
euphorian.net,2023-10-28T18:40:36.790Z,2024-10-30T12:30:22.686Z,2024-10-30T12:30:22.686Z,1,true,false,4.3.1,true,100,A+,80,B+,24,11769,115,true,Euphorian
gos.penclub.club,2023-10-28T19:20:43.438Z,2024-10-30T12:45:11.265Z,2024-10-30T12:45:11.265Z,1,true,false,,true,5,"F ",70,"B ",1,10,578,true,gos.penclub.club
genealogie.social,2023-10-30T08:25:46.802Z,2024-10-30T12:31:32.895Z,2024-10-30T12:31:32.895Z,1,true,false,,true,100,A+,125,A+,172,5711,7757,true,Mastodon
omg.sayitditto.net,2023-10-30T08:25:47.167Z,2024-10-30T12:30:03.746Z,2024-10-30T12:30:03.746Z,1,true,false,,false,10,"E ",55,"C ",2,17556,48,true,omg.sayitditto.net
mastodon.skookum.cc,2023-10-30T17:22:02.070Z,2024-10-30T12:30:55.790Z,2024-10-30T12:30:55.790Z,1,true,false,4.2.5,false,100,A+,125,A+,1,8,1963,true,Mastodon
mastodon.despise.computer,2023-10-30T20:25:04.764Z,2024-10-30T12:30:12.922Z,2024-10-30T12:30:12.922Z,1,true,false,,true,0,,130,A+,5,1282,10847,true,Despise Computer Networks
fedi.rubikoid.ru,2023-10-31T02:10:44.122Z,2024-10-30T12:36:34.040Z,2024-10-30T12:36:34.040Z,1,true,false,,true,5,"F ",80,B+,3,5,2867,true,Rubikoid's akkoma
mastodon.techtriage.guru,2023-10-31T04:11:34.774Z,2024-10-30T12:30:55.650Z,2024-10-30T12:30:55.650Z,1,true,false,4.2.1,false,10,"E ",80,B+,2,80,2095,true,Mastodon
social.rubikoid.ru,2023-10-31T14:15:03.616Z,2024-10-30T12:36:30.807Z,2024-10-30T12:36:30.807Z,1,true,false,,true,5,"F ",80,B+,11,564,7862,true,Rubikoid's mastodon
pebble.social,2023-10-31T20:45:03.563Z,2024-10-30T12:31:25.033Z,2024-10-30T12:31:25.033Z,1,true,false,4.3.1,false,0,,80,B+,424,37982,19230,true,Pebble Mastodon
deception.codes,2023-10-31T21:20:36.867Z,2024-10-30T12:32:01.410Z,2024-10-30T12:32:01.410Z,1,true,false,4.3.1,true,100,A+,80,B+,57,289600,92,true,deceptioncode
mas.whippy.kr,2023-10-31T21:50:38.774Z,2024-10-30T12:31:34.177Z,2024-10-30T12:31:34.177Z,1,true,false,4.2.1+whippyEdition,false,100,A+,125,A+,132,68,8,true,Whippy Edition
fuckyou.plus,2023-11-01T11:25:06.706Z,2024-10-30T12:30:12.840Z,2024-10-30T12:30:12.840Z,1,true,false,4.2.8,true,5,"F ",125,A+,3,44,2522,true,纯粹人身攻击
mastodon.bzh,2023-11-01T15:55:03.985Z,2024-10-30T12:31:04.160Z,2024-10-30T12:31:04.160Z,1,true,false,,false,5,"F ",125,A+,4,1,0,true,Mastodon
mstn.rayven.mx,2023-11-02T01:40:35.009Z,2024-10-30T12:35:11.966Z,2024-10-30T12:35:11.966Z,1,true,false,,false,10,"E ",80,B+,1,321,607,true,Mastodon
sloths.chat,2023-11-02T16:40:35.656Z,2024-10-30T12:31:58.968Z,2024-10-30T12:31:58.968Z,1,true,false,4.2.0,true,5,"F ",125,A+,2,7,391,true,Slothodon
insecure.umbreon.online,2023-11-02T16:50:05.231Z,2024-10-30T12:31:04.854Z,2024-10-30T12:31:04.854Z,1,true,false,,false,10,"E ",55,"C ",1,532,3375,true,insecure.umbreon.online
riin.fr,2023-11-02T17:55:03.332Z,2024-10-30T12:36:36.133Z,2024-10-30T12:36:36.133Z,1,true,false,,false,10,"E ",125,A+,71,1167,6796,true,Communauté RI&IN
friendica.s-a.at,2023-11-02T21:10:24.086Z,2024-10-30T12:31:04.143Z,2024-10-30T12:31:04.143Z,1,true,false,,true,10,"E ",80,B+,0,0,0,true,Friendica Social Network
pixelfed.eticadigital.eu,2023-11-02T23:10:36.572Z,2024-10-30T12:30:14.128Z,2024-10-30T12:30:14.128Z,1,true,false,,false,0,,80,B+,14,1665,540,true,pixelfed
mstdn.dsj-toot.com,2023-11-03T01:20:34.692Z,2024-10-30T12:31:24.978Z,2024-10-30T12:31:24.978Z,1,true,false,4.3.1+kmyblue.15.4-LTS,false,100,A+,125,A+,16,15851,5859,true,dsj弐番館
mastodon.infodocs.eu,2023-11-03T02:35:04.172Z,2024-10-30T12:31:04.169Z,2024-10-30T12:31:04.169Z,1,true,false,,false,5,"F ",125,A+,27,351,2441,true,Information-Document-Documentation Mastodon
justsave.space,2023-11-03T21:02:32.133Z,2024-10-30T12:31:07.822Z,2024-10-30T12:31:07.822Z,1,true,false,4.3.1,true,100,A+,80,B+,68,403618,15,true,필살즉생행생즉사
mstdn.yishibashi.me,2023-11-03T22:40:44.648Z,2024-10-30T13:15:03.796Z,2024-10-30T13:15:03.796Z,1,true,false,,false,5,"F ",80,B+,1,3,1489,true,Mastodon
x.tkw.fm,2023-11-04T02:35:19.327Z,2024-10-30T13:05:02.448Z,2024-10-30T13:05:02.448Z,1,true,false,4.3.0,false,5,"F ",125,A+,1,50,731,true,𝕏
pixelfed.hamdorf.org,2023-11-04T06:20:33.675Z,2024-10-30T13:15:10.905Z,2024-10-30T13:15:10.905Z,1,true,false,,false,10,"E ",80,B+,1,56365,1781,true,pixelfed.hamdorf.org
labyrinth.zone,2023-11-04T08:00:49.027Z,2024-10-30T12:31:31.931Z,2024-10-30T12:31:31.931Z,1,true,false,,true,100,A+,120,A+,182,150159,20351,true,Labyrinth Zone
social.sucb.de,2023-11-04T09:05:16.591Z,2024-10-30T13:00:02.482Z,2024-10-30T13:00:02.482Z,1,true,false,4.3.0,false,5,F,75,"B ",4,92,1672,true,Mastodon
1uca.com,2023-11-04T20:52:07.569Z,2024-10-30T12:36:43.158Z,2024-10-30T12:36:43.158Z,1,true,false,4.3.1+kmyblue.15.4-LTS,false,100,A+,125,A+,12,179195,5918,true,AICFeDi
social.5ma.eu,2023-11-04T22:01:47.282Z,2024-10-30T12:50:04.695Z,2024-10-30T12:50:04.695Z,1,true,false,,true,100,A+,125,A+,4,530,11303,true,joemats mastodon server
emergencyplumbery.com,2023-11-05T01:06:00.403Z,2024-10-30T13:15:11.757Z,2024-10-30T13:15:11.757Z,1,true,false,,false,10,"E ",0,"F ",1,65,1,true,Emergency Plumbery
pixfd.com,2023-11-05T04:31:50.225Z,2024-10-30T12:31:26.243Z,2024-10-30T12:31:26.243Z,1,true,false,,false,10,"E ",55,"C ",7,4,2,true,Pixfd
kufstein.social,2023-11-05T14:11:51.272Z,2024-10-30T12:36:40.805Z,2024-10-30T12:36:40.805Z,1,true,false,,true,10,"E ",125,A+,2,23,41,true,Mastodon
yodasec.blog,2023-11-06T18:00:35.757Z,2024-10-30T13:15:05.297Z,2024-10-30T13:15:05.297Z,1,false,false,,false,10,"E ",35,"D ",5,368,1,true,YodaSec Expose News: Unveiling Global Corruption
sota.sotamedia.org,2023-11-08T00:25:24.300Z,2024-10-30T12:35:09.480Z,2024-10-30T12:35:09.480Z,1,true,false,4.2.1,false,10,"E ",125,A+,13,127,577,true,Mastodon
patriotnest.rfx.fi,2023-11-08T11:31:01.229Z,2024-10-30T13:10:11.710Z,2024-10-30T13:10:11.710Z,1,true,false,,false,10,"E ",80,B+,0,0,0,true,Patriot Nest
60jj.masto.host,2023-11-08T23:22:19.771Z,2024-10-30T12:36:44.454Z,2024-10-30T12:36:44.454Z,1,true,false,4.3.1,true,0,,80,B+,8,635,3,true,Mastodon-1
tw.raziel-kanos.com,2023-11-08T23:31:52.243Z,2024-10-30T13:15:04.705Z,2024-10-30T13:15:04.705Z,1,true,false,4.3.0,false,100,A+,125,A+,1,38,3604,true,Raziels Hideout
mirus.club,2023-11-09T02:46:31.657Z,2024-10-30T13:15:04.810Z,2024-10-30T13:15:04.810Z,1,true,false,4.3.1,false,100,A+,125,A+,5,718,4043,true,Mirus.club
mastodon.well.com,2023-11-09T10:00:24.798Z,2024-10-30T12:30:25.546Z,2024-10-30T12:30:25.546Z,1,true,false,,false,100,A+,125,A+,107,3741,11279,true,Mastodon
wistodon.org,2023-11-09T18:40:33.744Z,2024-10-30T12:35:13.698Z,2024-10-30T12:35:13.698Z,1,true,false,4.3.1,false,0,,80,B+,2,56,2415,true,Wistodon
social.techliminal.com,2023-11-10T02:31:31.468Z,2024-10-30T12:50:04.154Z,2024-10-30T12:50:04.154Z,1,true,false,4.2.7,false,5,"F ",105,A+,15,179,6667,true,Tech Liminal Social
ikebukuro.city,2023-11-11T01:20:37.115Z,2024-10-30T13:15:07.597Z,2024-10-30T13:15:07.597Z,1,true,false,4.3.1,true,100,A+,80,B+,76,43578,15,true,池袋
mastodon.jatlarge.com,2023-11-11T04:35:06.430Z,2024-10-30T13:15:05.905Z,2024-10-30T13:15:05.905Z,1,true,false,,true,10,"E ",125,A+,5,32,447,true,JatLarge Mastodon
social.t12.online,2023-11-11T11:45:03.128Z,2024-10-30T12:35:21.294Z,2024-10-30T12:35:21.294Z,1,true,false,,false,5,"F ",125,A+,2,351,3748,true,Mastodon
mrrp.cat,2023-11-11T15:21:44.822Z,2024-10-30T13:15:05.593Z,2024-10-30T13:15:05.593Z,1,false,false,4.2.1,false,5,"F ",115,A+,2,24,3426,true,cat
mstdn.nursing.unibas.ch,2023-11-11T16:15:04.625Z,2024-10-30T12:30:57.599Z,2024-10-30T12:30:57.599Z,1,true,false,4.3.1,true,0,,80,B+,10,345,7213,true,Mastodon Server of the Institute of Nursing Science @UNIBAS
social.purple-horizon-clan.net,2023-11-12T05:15:03.324Z,2024-10-30T12:36:18.116Z,2024-10-30T12:36:18.116Z,1,true,false,4.3.0,false,100,A+,125,A+,5,8,610,true,Purple Horizon Community
bb5.social,2023-11-12T05:35:56.743Z,2024-10-30T12:31:46.631Z,2024-10-30T12:31:46.631Z,1,true,false,,true,100,A+,125,A+,14,242,3036,true,BaseBall5
sonomaca.social,2023-11-12T07:41:46.535Z,2024-10-30T13:15:05.503Z,2024-10-30T13:15:05.503Z,1,false,false,4.2.8,false,100,A+,125,A+,5,55,2522,true,Sonoma County Social
